siren,siret_siege,denomination,nom_usage,sigle,naf,naf_numerique,tags_numerique,categorie_juridique,famille_ess,flag_ess_sirene,est_active,date_creation,tranche_effectifs,annee_effectifs,categorie_entreprise,caractere_employeur,societe_mission,rna,code_postal,commune,site_web,nom_structure_porteuse,sources,origines,methode_jointure,confiance_jointure,score_enrichissement
798017489,79801748900013,GAME DEV PARTY,,,58.21Z,True,edition_jeux,9220.0,association,True,True,2012-06-04,NN,,,,,W691081182,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
798074688,79807468800028,MEDICODE,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2013-11-01,02,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
798134243,79813424300038,KAPEI,,,62.02A,True,conseil_it,5499.0,,,True,2013-11-04,02,2023.0,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
798175428,79817542800019,PROXI-INFO,,,62.02A,True,conseil_it,5460.0,,True,True,2013-10-29,02,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
798363958,79836395800017,ANNUAIRE LOUIS LE GRAND,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2013-08-25,NN,,,,,W751221026,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
798632717,79863271700012,7TH ARTHOUSE,,,62.02B,True,conseil_it,9220.0,association,True,True,2013-10-10,NN,,,,,W831003971,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
798688610,79868861000012,TROYES POINT ZERO,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2013-11-22,NN,,PME,,,W103003098,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
799017132,79901713200025,GBTW,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2013-12-01,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
799466966,79946696600014,CHARAONE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,1997-12-19,NN,,,,,W931012387,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
799481718,79948171800028,ADROMA CONSEIL,,,62.02A,True,conseil_it,5710.0,,True,True,2014-01-02,12,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
799572300,79957230000017,BE MY GAME,,,62.01Z,True,dev_logiciel,9220.0,association,,False,2011-10-19,NN,,,,,W763008843,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
799586656,79958665600024,AZ PROJET,,AZ,62.01Z,True,dev_logiciel,5710.0,,,True,2013-10-01,NN,,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
799724166,79972416600019,DIXQUINZE,,,62.01Z,True,dev_logiciel,5499.0,,,True,2014-01-08,01,2023.0,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
799823521,79982352100015,LE CLUB DE L'INFORMATIK,,CLUBINFORMATIK,62.02A,True,conseil_it,9220.0,association,True,True,2014-01-15,NN,,,,,W133020855,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
800034043,80003404300110,LOCKSELF,,,63.11Z,True,hebergement,5710.0,,True,True,2014-01-10,12,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
800094294,80009429400025,OISUX,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-08-28,NN,,,,,W601001425,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
800097164,80009716400027,LASIUS,,,62.01Z,True,dev_logiciel,5499.0,,True,False,2014-01-18,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
800163073,80016307300037,TLAG,,,62.01Z,True,dev_logiciel,5710.0,,,False,2014-02-05,00,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
800213126,80021312600017,CERCLE D'ENTRAIDE ET RESEAU COOPERATIF AUTOUR DES LOGICIELS LIBRES,,CERCLL,62.02A,True,conseil_it,9220.0,association,True,True,2012-06-26,NN,,,,,W133018419,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
800278152,80027815200015,VIA CANAL,,,62.01Z,True,dev_logiciel,5499.0,,True,False,2013-12-30,01,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
800367120,80036712000014,MONSITE-INTERNET,,MSI,62.01Z,True,dev_logiciel,9220.0,association,,False,2014-02-01,NN,,,,,W595022650,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
800503443,80050344300015,GMONSITE-WEB,,,62.01Z,True,dev_logiciel,9220.0,association,,False,2013-04-28,NN,,,,,W595021983,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
800658619,80065861900013,MADE YOUR WEB,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-12-17,NN,,,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
800814360,80081436000015,TROYES TELECOM,,,63.11Z,True,hebergement,9220.0,association,True,False,2014-02-07,NN,,,,,W103003170,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
800916504,80091650400015,AGENCE BLANCHE,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-03-15,NN,,PME,,,W691085600,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
800930810,80093081000042,JOHN TROUVE TOUT,,JTT,63.11Z,True,hebergement,5710.0,,True,True,2014-01-01,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
801025891,80102589100046,BFPLANET,,,58.29C,True,edition_logiciel,5710.0,,True,False,2014-03-07,NN,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
801034240,80103424000011,SINOUVE,,,58.29C,True,edition_logiciel,5460.0,,,True,2014-04-14,NN,,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
801156902,80115690200018,CLUB-INTERFACES,,,62.02A,True,conseil_it,9220.0,association,True,True,2013-10-03,NN,,PME,,,W171001706,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801201179,80120117900026,LA SOURIS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2013-06-01,01,2023.0,PME,,,W071001881,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801248972,80124897200011,HYDRA GAMING,,,62.03Z,True,hebergement,9220.0,association,True,False,2013-12-12,NN,,,,,W442013129,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
801363698,80136369800011,CLUB INFOBIO PROFIL,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2013-01-01,NN,,,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
801372509,80137250900019,STRANGE MEN STUDIO,,,58.21Z,True,edition_jeux,9220.0,association,True,True,2012-06-11,NN,,,,,W9M1005666,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801385758,80138575800025,SENCYB,,SENCYB,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-01-15,01,2023.0,PME,,,W584000787,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801399684,80139968400019,HEBERGEUR FIRSTGAMINGHOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2014-02-11,NN,,,,,W922007699,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801574344,80157434400025,CARION,,,63.12Z,True,portail_web,5710.0,,True,False,2014-04-15,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
801641101,80164110100077,WORKINEO,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2014-03-17,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
801777541,80177754100039,SALVUM,,,58.29A,True,edition_logiciel,5710.0,,True,True,2014-04-10,11,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.58
801819749,80181974900012,ASSOCIATION INTERNATIONALE DES UTILISATEURS DE NOOJ,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-03-10,NN,,,,,W751235601,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
801897323,80189732300094,DOCNDOC,,,63.12Z,True,portail_web,5710.0,,True,True,2014-04-01,02,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
801984147,80198414700018,CLUB INFORMATIQUE BIESHEIM,,,62.02A,True,conseil_it,9260.0,association,True,True,1994-01-28,NN,,,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
802398628,80239862800015,SPIRIT OF GAMER TEAM,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-05-09,NN,,,,,W653002960,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802450502,80245050200017,OKATOU,,OKATOU,62.01Z,True,dev_logiciel,9220.0,association,True,False,2014-03-20,NN,,,,,W595023340,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
802459263,80245926300017,ASSOCIATION SUDS LITERAIRES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-04-25,NN,,,,,W771011855,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802586388,80258638800018,MUSICA FICTA,,,63.11Z,True,hebergement,9220.0,association,True,True,2014-01-01,NN,,,,,W751222726,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802649491,80264949100015,JT INFORMATIQUE SECURITE,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-05-22,NN,,PME,,,W132004481,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802742494,80274249400015,MEDECINE PC,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-04-17,NN,,,,,W162001709,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802788828,80278882800027,ASSOCIATION LEZARDIF,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-04-04,NN,,PME,,,W262002585,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802798975,80279897500040,KAROS MOBILITY,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2014-06-05,12,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
802810325,80281032500026,MEDILINK,,,62.01Z,True,dev_logiciel,5460.0,,True,True,2014-06-03,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
802865774,80286577400011,CHAPLEAN,,,62.01Z,True,dev_logiciel,5460.0,,True,False,2014-05-20,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
802869099,80286909900043,LRDC,,,62.02A,True,conseil_it,5458.0,cooperative,,False,2014-06-12,02,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,0.67
802869107,80286910700028,SYSTEMETIC,,,62.02A,True,conseil_it,5710.0,,True,False,2014-06-10,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
802915454,80291545400010,BSA GROUP,,BSA GROUP,62.02A,True,conseil_it,9220.0,association,True,True,2013-06-22,NN,,PME,,,W072002414,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802968180,80296818000033,HONIKOU GAMES,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2014-06-13,01,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
802995183,80299518300026,1029ACCESS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2013-05-07,NN,,,,,W595022015,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
802996132,80299613200022,ASS LA PARENTHESE MUSICALE,,,63.11Z,True,hebergement,9220.0,association,True,True,2013-12-19,NN,,,,,W621004547,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803085406,80308540600012,PROGRAMMING AND SERVICES BY TEKS,,PASTEKS,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-06-01,NN,,PME,,,W543008015,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803107770,80310777000015,ALLIANCE CPL-G3,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2011-09-09,NN,,,,,W922004844,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803113414,80311341400020,CASUS LUDI,,,62.01Z,True,dev_logiciel,6901.0,,,True,2014-06-01,02,2023.0,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
803234715,80323471500016,ASSOCIATED RESEARCH CENTER FOR ADVANCES IN NEURO-IMAGING,,ARCANI,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-06-09,NN,,,,,W332017107,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803266105,80326610500011,CLUB INFORMATIQUE DE VAUX SUR MER,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,1998-04-29,00,2023.0,PME,,,W172000801,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803338656,80333865600017,WIKIVOX,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-04-14,NN,,PME,,,W691085545,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803473412,80347341200010,LIBRE INFORMATIQUE,,,62.01Z,True,dev_logiciel,5460.0,,True,False,2014-07-01,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
803488014,80348801400025,MESO-STAR,,,62.02A,True,conseil_it,5710.0,,True,True,2014-08-01,02,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
803555630,80355563000018,ASSOCIATION TRACABILITE ET DEVELOPPEMENT D'OUTILS POUR L'IDENTIFICATION ET DE LOGICIELS EN ELEVAGE,,E-TOILE,63.11Z,True,hebergement,9220.0,association,True,True,2013-12-17,NN,,,,,W491013824,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803611102,80361110200028,LA LORGNETTE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-04-25,NN,,,,,W627005737,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803751973,80375197300014,AMORCE.NET,,,63.12Z,True,portail_web,9220.0,association,True,False,2014-01-16,NN,,,,,W313020657,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
803778778,80377877800024,INTELLIGENCE DATA,,ID,63.11Z,True,hebergement,5710.0,,True,True,2014-07-01,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
803781004,80378100400012,FUZION RADIO,,,62.02A,True,conseil_it,9220.0,association,,False,2014-06-25,NN,,,,,W342002049,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
803805571,80380557100012,GET TELECOM,,,62.02A,True,conseil_it,5458.0,cooperative,True,True,2014-07-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
803830884,80383088400018,THEATRE EN FOREZ,,,63.12Z,True,portail_web,9220.0,association,True,False,2013-12-21,NN,,,,,W421003576,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
803908912,80390891200014,ALLNETWORKS,,2AN,62.02A,True,conseil_it,9220.0,association,True,True,2014-08-01,NN,,PME,,,W9G1002599,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803909647,80390964700015,LENGADOC-INFO,,,63.12Z,True,portail_web,9220.0,association,True,True,2014-02-17,NN,,,,,W343016737,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
803911502,80391150200018,TOULOUSE INFOS,,,63.12Z,True,portail_web,9220.0,association,True,True,2000-09-19,NN,,,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
803964055,80396405500013,ASSOCIATION INSANE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-06-23,NN,,,,,W951001701,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804000933,80400093300023,COLLECTIF FRAGMENTS,,CF,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-05-06,NN,,PME,,,W131009255,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804101467,80410146700012,KEDALION,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-08-25,NN,,,,,W931012993,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804148153,80414815300013,SAINT-CLIC,,,62.02A,True,conseil_it,9220.0,association,True,True,2010-11-26,NN,,PME,,,W222000797,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804191757,80419175700017,SHAKE UP THE WEB,,,63.11Z,True,hebergement,9220.0,association,True,True,2014-01-23,NN,,,,,W801002590,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804239754,80423975400026,ACTUSPORT 83,,AS 83,63.12Z,True,portail_web,9220.0,association,True,True,2012-02-27,NN,,PME,,,W832009223,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804275667,80427566700025,CLEA,,,62.01Z,True,dev_logiciel,5710.0,,,True,2014-08-01,02,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
804382513,80438251300013,FORMATECH PLUS,,,62.03Z,True,hebergement,9220.0,association,True,True,2014-06-23,NN,,PME,,,W912008127,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804473700,80447370000024,RELIKTO,,,63.12Z,True,portail_web,9220.0,association,True,True,2013-05-01,01,2023.0,PME,,,W763011228,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804481687,80448168700015,PIX SEL ET POIVRE,,PSP DESIGN,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-09-29,NN,,,,,W784004240,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804495877,80449587700016,COLLECTIF GR@PHIC,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-08-16,NN,,PME,,,W261002051,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804965507,80496550700010,AM NET ARTS ET METIERS NET,,,63.12Z,True,portail_web,9220.0,association,True,True,2006-07-12,NN,,,,,W595007595,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
804970010,80497001000018,CORPS ET AME,,,63.12Z,True,portail_web,9220.0,association,True,True,2012-11-10,NN,,,,,W601003473,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
805012515,80501251500013,CONSEIL INFORMATIQUE DEVELOPPEMENT,,CID,62.02A,True,conseil_it,9220.0,association,True,True,2014-09-26,NN,,PME,,,W262002740,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
805026929,80502692900036,AEROCIEL,,,62.01Z,True,dev_logiciel,5499.0,,True,False,2014-10-01,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
805083540,80508354000023,COMMITI,,,62.01Z,True,dev_logiciel,5710.0,,True,False,2014-09-30,00,2023.0,PME,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
805153525,80515352500011,SANTE-TRANSFERT,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-07-29,NN,,,,,W832012604,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
805224433,80522443300021,GLOBAL STIM,,,58.29C,True,edition_logiciel,5710.0,,,True,2014-10-06,00,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
805375763,80537576300010,MARE NOSTRUM,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-04-02,NN,,,,,W061005014,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807384862,80738486200015,ZOOM-GUADELOUPE,,,63.12Z,True,portail_web,9220.0,association,True,True,2014-03-17,NN,,,,,W9G1002467,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807543251,80754325100019,CLUB INFORMATIQUE INTER-COMMUNAL,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2001-09-06,NN,,,,,W862001169,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807641311,80764131100012,LANGUAGE SOFTWARE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2002-12-27,NN,,,,,W302012565,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807753777,80775377700018,ASSOCIATION POUR LA PROMOTION DU PATRIMOINE CULTUREL ET ECONOMIQUE DE LA REGION MIDI-PYRENEES,,CEMP,62.01Z,True,dev_logiciel,9220.0,association,True,False,2014-03-16,NN,,,,,W461002592,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
807804182,80780418200010,ASSOCIATION POUR LA VALORISATION DU PATRIMOINE ARCHIVISTIQUE,,AVPA,63.11Z,True,hebergement,9220.0,association,True,True,2014-11-17,01,2023.0,PME,,,W501003328,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807837224,80783722400011,TY'CLICK,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-11-24,NN,,,,,W224004611,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
807862818,80786281800018,NORMANDIX,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-10-01,NN,,,,,W763011803,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808070197,80807019700013,SUD TV LOCALE,,,63.12Z,True,portail_web,9220.0,association,True,True,2005-10-25,NN,,,,,W843000146,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808089809,80808980900012,TITANWEB,,TWEB,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-11-27,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
808094353,80809435300014,JUNIOR MIAGE CONCEPT PARIS LA DEFENSE,,JMC PARIS LA DEFENSE,62.01Z,True,dev_logiciel,9220.0,association,True,False,2014-11-17,NN,,,,,W922008597,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
808101745,80810174500012,I NEED U,,,63.12Z,True,portail_web,9220.0,association,True,True,2014-09-11,NN,,,,,W842005406,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808117410,80811741000015,TA METEO,,TA METEO,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-11-02,NN,,PME,,,W913006163,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808127591,80812759100010,CLUB INFORMATIQUE DE OISEMONT,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-10-13,NN,,,,,W801002737,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808227011,80822701100018,AGDE CONSEILS INFORMPATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,False,2014-08-01,NN,,,,,W341007007,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
808289144,80828914400020,ARTIFEX21,,,62.01Z,True,dev_logiciel,5710.0,,True,False,2014-11-20,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
808355317,80835531700013,LIBREFFET,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-02-03,NN,,,,,W953005311,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808379788,80837978800017,AERA-ESPORT,,AERA,58.21Z,True,edition_jeux,9220.0,association,True,True,2014-02-28,NN,,PME,,,W803000807,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808432553,80843255300028,VOSGES INFORMATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2014-10-20,NN,,,,,W701000851,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808611008,80861100800018,OFFICE SERVICE INFORMATIQUE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-10-01,NN,,PME,,,W751227411,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808665285,80866528500017,Solideria,,CORSE MOBILITE SOLID,94.99Z,False,,9220.0,association,True,True,2014-09-27,12,2023.0,PME,,,W2B5000532,20260.0,CALVI,http://solideria.corsica/,,tiers_lieux,tiers_lieux,scoring,1.0,1.0
808669642,80866964200049,KIPLIN,,,58.21Z,True,edition_jeux,5710.0,,True,True,2014-12-30,12,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.58
808693626,80869362600018,PERSONNALITE PUBLIQUE,,,63.12Z,True,portail_web,9220.0,association,True,True,2014-10-02,NN,,,,,W263007099,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
808737100,80873710000012,WAKO FACTORY,,,58.21Z,True,edition_jeux,5660.0,,True,False,2015-01-02,00,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
808744197,80874419700027,LES BEQUILLES DU COGNITIF SAS,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2014-12-19,02,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
808814479,80881447900016,EMERAUDE APPLICATIONS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2014-10-19,NN,,,,,W751226504,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
