siren,denominationUniteLegale,nomUniteLegale,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,categorieJuridiqueUniteLegale,trancheEffectifsUniteLegale,sources,methode_jointure
898529946,OXIDIA-CLOUD,,63.11Z,O,9220,NN,sirene,siren_direct
898555289,FAMOBUTY,,62.01Z,O,9220,NN,sirene,siren_direct
898562186,GROUPE MINASTE,,62.01Z,O,9220,NN,sirene,siren_direct
898652276,BECOME BOB,,62.01Z,O,5710,NN,sirene,siren_direct
898767918,HOSTOLAB,,62.02A,O,9220,NN,sirene,siren_direct
898831151,CINEVERSE,,63.12Z,O,9220,NN,sirene,siren_direct
898831896,MEGALO PRODUCTION,,63.12Z,O,9220,NN,sirene,siren_direct
899058838,ZANDOLY,,62.02A,O,5710,01,sirene,siren_direct
899144463,ZOOM VERSAILLES,,63.11Z,O,9220,NN,sirene,siren_direct
899150494,ANDESY,,62.02A,O,9220,NN,sirene,siren_direct
899219026,CYBER'ISULA,,62.02A,O,9220,NN,sirene,siren_direct
899225726,MUGIWARAPP,,63.12Z,O,9220,NN,sirene,siren_direct
899236665,GETWELCOM,,63.12Z,O,5710,03,sirene,siren_direct
899253124,X-HEBERG,,63.11Z,O,9220,NN,sirene,siren_direct
899259311,AXIAL HOST,,63.11Z,O,9220,NN,sirene,siren_direct
899283816,LA MAISON DE L'ECONOMIE SYMBIOTIQUE (GREENSY HOME),,58.29C,O,5710,NN,sirene,siren_direct
899349831,GESTION ASSOCIATIVE DES LOCAUX ASSOCIATIFS (G.A.L.A.),,62.01Z,O,9220,01,sirene,siren_direct
899396675,MANJAR OCCITANIA,,63.12Z,O,5710,NN,sirene,siren_direct
899405658,POCKET PALACE,,62.01Z,O,5710,NN,sirene,siren_direct
899436307,QINAPS,,58.29C,O,5710,01,sirene,siren_direct
899459887,REDHEBERG,,63.11Z,O,9220,NN,sirene,siren_direct
899523450,WORLDWIDE OPEN CYBERSECURITY ASSOCIATION (WOCSA),,62.02A,O,9220,NN,sirene,siren_direct
899604854,ASSISTPC-AJE,,62.02B,O,9220,NN,sirene,siren_direct
899606172,LA PASSERELLE SOLIDARITE 78,,62.01Z,O,9220,NN,sirene,siren_direct
899612568,DEUXFLEURS,,63.11Z,O,9220,NN,sirene,siren_direct
899624670,GALIUS,,62.01Z,O,5710,01,sirene,siren_direct
899771653,T3DDY,,58.21Z,O,9220,NN,sirene,siren_direct
899829253,OWLNEXT,,62.02A,O,5458,11,sirene,siren_direct
899958771,2BLM PROMOTION,,63.11Z,O,5499,NN,sirene,siren_direct
899982102,CS-LANE,,63.12Z,O,5710,00,sirene,siren_direct
900020629,FINZ.,,62.01Z,O,5710,NN,sirene,siren_direct
900141755,ART MOZAIC,,63.12Z,O,5710,NN,sirene,siren_direct
900141797,PROBIOSE,,58.29C,O,5499,NN,sirene,siren_direct
900396730,BIBLIOMETRIE ET REVUE DE LITTERATURE,,62.01Z,O,9220,NN,sirene,siren_direct
900482340,SOCIALEO,,62.01Z,O,9220,NN,sirene,siren_direct
900527136,MOBI.DEEP,,63.11Z,O,5710,02,sirene,siren_direct
900553132,EVENT'NET,,62.03Z,O,9220,NN,sirene,siren_direct
900562216,SECURITE ACADEMIE AMIABLE,,62.01Z,O,5710,01,sirene,siren_direct
900599648,PWY & FRIENDS,,62.01Z,O,9220,NN,sirene,siren_direct
900624347,KN CONSULTING,,62.02A,O,5710,12,sirene,siren_direct
900679515,FLYCORP,,63.11Z,O,9220,NN,sirene,siren_direct
900702283,ATOMA GAMES,,58.21Z,O,9220,NN,sirene,siren_direct
900740333,SILHOL CONSEIL,,62.01Z,O,5710,NN,sirene,siren_direct
900748708,WHO COMES,,62.01Z,O,5710,NN,sirene,siren_direct
900839010,KAZ,,63.11Z,O,9220,NN,sirene,siren_direct
