siren,denominationUniteLegale,activitePrincipaleUniteLegale,sources,methode_jointure
815004395,LE FILAMENT,62.02A,ess_france|sirene,siren_direct
815057880,MISE EN RELATION DE PARTICULIERS POUR LE TRANSPORT DE COLIS,63.12Z,ess_france|sirene,siren_direct
815186416,INFORMACORSE,62.01Z,ess_france|sirene,siren_direct
815296793,CLUB GAMING DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES CENTRE VAL DE LOIRE,58.21Z,ess_france|sirene,siren_direct
817487267,VUES SUR LE MONDE,63.12Z,ess_france|sirene,siren_direct
817527070,STREET GEEK SECURITY,62.01Z,ess_france|sirene,siren_direct
817646219,WEB ASSO ARCHIPEL,62.01Z,ess_france|sirene,siren_direct
817705734,NEW SAVOUR,62.01Z,ess_france|sirene,siren_direct
817967201,FABLAB L'EST - H30,62.02A,ess_france|sirene,siren_direct
818036238,LES HACKTIVATEURS,62.02A,ess_france|sirene,siren_direct
818054207,COOPACOMP,62.01Z,ess_france|sirene,siren_direct
818093270,KRAZYKOM,62.01Z,ess_france|sirene,siren_direct
818116469,OBSERVATOIRE INFORMATISE DU PATRIMOINE CULTUREL ET HISTORIQUE,63.11Z,ess_france|sirene,siren_direct
818186595,CENTRE DE RESSOURCES INFORMATIQUE POUR LES ASSOCIATIONS ET LES COLLECTIVITES,62.02A,ess_france|sirene,siren_direct
818256695,GERMARIANNE,63.12Z,ess_france|sirene,siren_direct
818472565,LES PETITS GENIES,62.01Z,ess_france|sirene,siren_direct
819151663,FACE SUD HOTELS,62.01Z,ess_france|sirene,siren_direct
819328196,SOCOOP,62.02A,ess_france|sirene,siren_direct
819989971,INCAYA,62.02A,ess_france|sirene,siren_direct
820046662,E-COSI,62.02A,ess_france|sirene,siren_direct
820256840,JUNIOR DATA ANALYSTS,63.11Z,ess_france|sirene,siren_direct
820312676,MEDI@INSERT,62.02A,ess_france|sirene,siren_direct
820412609,CHICOUFS ET PAPINAUTES,62.01Z,ess_france|sirene,siren_direct
820503753,FAIRNESS,62.02A,ess_france|sirene,siren_direct
820553642,ENSEMBLE ICI-VALLEE DE LA DROME/DIOIS,63.12Z,ess_france|sirene,siren_direct
820632578,OUIVILLE,62.02A,ess_france|sirene,siren_direct
820652402,LAB'ROUSSE,62.01Z,ess_france|sirene,siren_direct
820814721,CLUB INFORMATIQUE DE SAINT HILAIRE LEZ CAMBRAI,62.02A,ess_france|sirene,siren_direct
821046182,PC VINCANAISE,62.02B,ess_france|sirene,siren_direct
821148707,GROUPE NGS HOSTING,63.11Z,ess_france|sirene,siren_direct
821264025,ACTIONS D'ACCOMPAGEMENT INFORMATIQUE AUX PERSONNES,62.02A,ess_france|sirene,siren_direct
821428059,TOUS NUMERIQUES,62.02A,ess_france|sirene,siren_direct
821486743,SOCIETE COOPERATIVE D'INTERET COLLECTIF LES PANIERS BIO,62.01Z,ess_france|sirene,siren_direct
821960770,YACO,62.02A,ess_france|sirene,siren_direct
822152336,MAJERTI,62.01Z,ess_france|sirene,siren_direct
822171666,COCCI DRIVING,63.12Z,ess_france|sirene,siren_direct
822223038,L'EFFET LIBRE,62.01Z,ess_france|sirene,siren_direct
822228110,PLATEFORMES PEDAGOGIQUES MULTIMEDIA,62.01Z,ess_france|sirene,siren_direct
822347605,ENDEMIK INFORMATIQUE,62.01Z,ess_france|sirene,siren_direct
822566493,SIGN ME TRAVEL,63.11Z,ess_france|sirene,siren_direct
822597225,L'EMPIRE CONTRE ATTAQUE,62.01Z,ess_france|sirene,siren_direct
822739181,HEI-DA,62.02A,ess_france|sirene,siren_direct
823066360,THE SAGES,62.01Z,ess_france|sirene,siren_direct
823125372,MBB,62.02A,ess_france|sirene,siren_direct
823367586,JDR DEV,62.01Z,ess_france|sirene,siren_direct
823454608,HENS WORLD,62.01Z,ess_france|sirene,siren_direct
823614623,OPENAIRINTERFACE,62.02A,ess_france|sirene,siren_direct
823647698,WEBTEAL,62.01Z,ess_france|sirene,siren_direct
823692231,ARPSCHUINO,62.01Z,ess_france|sirene,siren_direct
823864343,ASSOCIATION DES PRODUCTEURS FERMIERS DU DRIVE DU CALVADOS,62.01Z,ess_france|sirene,siren_direct
823896592,BEWAY,62.01Z,ess_france|sirene,siren_direct
823904503,ASSOCIATION DE GESTION DE L ESPACE DE COWORKING L ANGLE NUMERIQUE - AGECAN,63.11Z,ess_france|sirene,siren_direct
824401103,SYSTEMLAB,62.02A,ess_france|sirene,siren_direct
824614416,ALLSGROUP,63.11Z,ess_france|sirene,siren_direct
824683254,OCTOBUS,62.01Z,ess_france|sirene,siren_direct
825043177,LES EDITIONS LANGUES SANS FRONTIERES,58.29B,ess_france|sirene,siren_direct
827488800,NATBRAILLE ASSOCIATION,62.01Z,ess_france|sirene,siren_direct
827499195,BLUE BUDDY ASSOCIATION POUR LE DEVELOPPEMENT D'APPLICATIONS MOBILES ET OBJETS CONNECTES E-SANTE,58.29C,ess_france|sirene,siren_direct
827624826,EEGLE,58.29C,ess_france|sirene,siren_direct
827813783,COORDINATION DE LANGAGE INFORMATIQUE COMMUN,63.11Z,ess_france|sirene,siren_direct
827916933,DJANGO MESH,63.12Z,ess_france|sirene,siren_direct
828047522,EKOMUNDI,62.01Z,ess_france|sirene,siren_direct
828158246,ASSAS JUNIOR TECH,62.01Z,ess_france|sirene,siren_direct
828174359,APPLICOLIS,62.02A,ess_france|sirene,siren_direct
828252973,DIGITANIE,62.02A,ess_france|sirene,siren_direct
828255604,ASS CLUB LINUX NORD-PAS DE CALAIS,63.12Z,ess_france|sirene,siren_direct
828284380,AMANDEYES,63.12Z,ess_france|sirene,siren_direct
828355693,CIFEA-MKG,63.11Z,ess_france|sirene,siren_direct
828548818,AGATAS,58.29C,ess_france|sirene,siren_direct
828550996,ASSOCIATION ASK-ESPORT (AAE),58.21Z,ess_france|sirene,siren_direct
828582817,MUSEO3D,62.01Z,ess_france|sirene,siren_direct
828618249,ACTIONS JEUX,63.12Z,ess_france|sirene,siren_direct
828759191,POINTEUSE PRIVEE,58.29C,ess_france|sirene,siren_direct
828983361,WINE CLUSTER,62.02A,ess_france|sirene,siren_direct
829019363,ORDINACLUB 33112,62.02A,ess_france|sirene,siren_direct
829068394,ARTISAN NUMERIQUE,62.01Z,ess_france|sirene,siren_direct
829132240,ARPIAE,62.01Z,ess_france|sirene,siren_direct
829592203,PLACEHOLDER GAMES,62.01Z,ess_france|sirene,siren_direct
829607985,PICASOFT,63.11Z,ess_france|sirene,siren_direct
829921196,PROMETHEE SERVICES,62.02A,ess_france|sirene,siren_direct
830473096,ORDIHELP,62.02B,ess_france|sirene,siren_direct
830586079,AIDE INFORMATIQUE,62.03Z,ess_france|sirene,siren_direct
830723383,ACTU AND CO,62.01Z,ess_france|sirene,siren_direct
830834511,PC MEDIA,62.02B,ess_france|sirene,siren_direct
831064886,ASSOCIATION DES AVOCATS NUMERIQUES,62.02A,ess_france|sirene,siren_direct
831070818,ASSOCIATION SUD-OUEST.ORG,63.12Z,ess_france|sirene,siren_direct
831090543,LA LIBRERIE,62.01Z,ess_france|sirene,siren_direct
831213566,CARIF OREF OCCITANIE,63.11Z,ess_france|sirene,siren_direct
831242615,WEB & YOU,62.01Z,ess_france|sirene,siren_direct
831270095,FRPSUG,62.02A,ess_france|sirene,siren_direct
831327812,DEVOTICS,63.12Z,ess_france|sirene,siren_direct
831610118,ORDI'TOUTAGE,62.02A,ess_france|sirene,siren_direct
831610480,CONVERGENCES 26,62.02A,ess_france|sirene,siren_direct
831618921,TOUTE L'AIDE EN INFORMATIQUE ET EN GESTION AUX ASSOCIATIONS,62.02A,ess_france|sirene,siren_direct
831673892,LA MEDNUM,62.02A,ess_france|sirene,siren_direct
831685979,BACK2MEDICAL,62.02A,ess_france|sirene,siren_direct
831741202,ASSOCIATION POUR LA LIBRE INFORMATIQUE A L'ECOLE NORMALE SUPERIEURE DE LYON,62.02A,ess_france|sirene,siren_direct
831907688,ASSOCIATION DES MEMBRES D'IPERNITY,63.11Z,ess_france|sirene,siren_direct
831909692,KLOCKS,62.03Z,ess_france|sirene,siren_direct
832360887,LE BIKLAB,62.01Z,ess_france|sirene,siren_direct
832409171,IU CYBER,62.02A,ess_france|sirene,siren_direct
832487284,ALOHA WEB SOLUTIONS,62.01Z,ess_france|sirene,siren_direct
832491781,FOXHOUND,62.01Z,ess_france|sirene,siren_direct
832521355,L'INFORMATIQUE POUR TOUS,62.02A,ess_france|sirene,siren_direct
832677140,NOTHING TO HIDE,62.02A,ess_france|sirene,siren_direct
832912547,STRAMIS,63.12Z,ess_france|sirene,siren_direct
833198518,LIGNUM,63.12Z,ess_france|sirene,siren_direct
833199201,EXPERTISE TECHNOLOGIES MAINTENANCE INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
833256951,AIDE AU DEVELOPPEMENT DU NUMERIQUE ET DES NOUVELLES TECHNOLOGIES (ADENET),62.01Z,ess_france|sirene,siren_direct
833428030,GOLDONI EN FRANCE,62.01Z,ess_france|sirene,siren_direct
833552318,RESSOURCES HUMAINES OFFICES PUBLICS DE L'HABITAT,63.12Z,ess_france|sirene,siren_direct
833574452,PIT (PARIS INSTITUTE OF INTERACTIVE TECHNOLOGIES),63.11Z,ess_france|sirene,siren_direct
833738453,OPERATION SOLIDARITE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
833926249,SITEMANAGER,62.02A,ess_france|sirene,siren_direct
833962772,HACKCLUB,62.02A,ess_france|sirene,siren_direct
833984461,AROMSERV TECHNOLOGIE,62.01Z,ess_france|sirene,siren_direct
834189615,STARTIN'TECH,62.01Z,ess_france|sirene,siren_direct
834437048,PAB MULTIMEDIA,63.11Z,ess_france|sirene,siren_direct
834578759,YES-MARKETINGROUP (YES-MG),62.02A,ess_france|sirene,siren_direct
834603011,MINEDISNEY (MD),58.21Z,ess_france|sirene,siren_direct
834689119,ASSOCIATION DES INTERNAUTES DE MANOSQUE ET ENVIRONS,63.12Z,ess_france|sirene,siren_direct
834822314,ASSOCIATION EKINOXE,58.29B,ess_france|sirene,siren_direct
835042151,CLUB INFORMATIQUE DE ST LAURENT DE LA PREE,62.02A,ess_france|sirene,siren_direct
835332420,ETHEREUM FRANCE,63.12Z,ess_france|sirene,siren_direct
837480318,LA POULE NOIRE,58.21Z,ess_france|sirene,siren_direct
837538552,L'ASSOCIATION POUR UN INTERNET LIBRE EN DROME,63.11Z,ess_france|sirene,siren_direct
837675842,AIRPROD VOTRE RADIO VOTRE HABILLAGE,62.01Z,ess_france|sirene,siren_direct
837690817,RESOWEB,62.01Z,ess_france|sirene,siren_direct
837756097,ASSOCIATION POUR LE DEVELOPPEMENT DE PEERSTORAGE,62.01Z,ess_france|sirene,siren_direct
837856905,AVALON LAB,62.02A,ess_france|sirene,siren_direct
837930890,BUG BUILDERS,62.01Z,ess_france|sirene,siren_direct
837948801,MJJCP,62.02A,ess_france|sirene,siren_direct
837951391,COOPERATIC,62.01Z,ess_france|sirene,siren_direct
837980275,TVMAGHREB,63.12Z,ess_france|sirene,siren_direct
838027779,HEXON ASSO,63.11Z,ess_france|sirene,siren_direct
838087401,ASSOCIATION ASHO'K,62.01Z,ess_france|sirene,siren_direct
838158806,EQUI'NUMERIC,62.02A,ess_france|sirene,siren_direct
838162154,OBSERVATOIRE DE LA PRECARITE ET DU MAL-LOGEMENT DES HAUTS-DESEINE,63.11Z,ess_france|sirene,siren_direct
838326114,ASSOCIATION TATOEBA,62.01Z,ess_france|sirene,siren_direct
838401750,ADCLIC,62.02A,ess_france|sirene,siren_direct
838603579,THELLMA,62.01Z,ess_france|sirene,siren_direct
838795391,DECISION DECK CONSORTIUM,62.01Z,ess_france|sirene,siren_direct
839222551,HOWLY GAMES,58.21Z,ess_france|sirene,siren_direct
839270808,PROJET NEO,58.21Z,ess_france|sirene,siren_direct
839446663,SYSWEB,62.01Z,ess_france|sirene,siren_direct
839480951,CONNECTEQUE,62.03Z,ess_france|sirene,siren_direct
839528858,UNIV'APP,62.02A,ess_france|sirene,siren_direct
839587425,TSUKIMOCHI,63.12Z,ess_france|sirene,siren_direct
839616042,GROUPE GARRYHOST,63.11Z,ess_france|sirene,siren_direct
839690062,PILE FACE,62.01Z,ess_france|sirene,siren_direct
839764891,INFORMATIQUE SOLIDAIRE LODEVOIS LARZAC,62.02A,ess_france|sirene,siren_direct
840150411,ASSOCIATION IMPACTSOCIAL-EN-CLAIR,63.11Z,ess_france|sirene,siren_direct
840440010,CLUB INFORMATIQUE DE CUHON LE RELAIS DES OCTETS,62.02A,ess_france|sirene,siren_direct
840468938,IMPULSION DIGITALE RH,62.02A,ess_france|sirene,siren_direct
840611933,TARNHOST,63.11Z,ess_france|sirene,siren_direct
841081615,COMPUCRAFT,62.02A,ess_france|sirene,siren_direct
841094402,FLY-SERV,63.11Z,ess_france|sirene,siren_direct
841291198,2ASI56,62.02A,ess_france|sirene,siren_direct
841348329,FEDERATION DES ORGANISMES REGIONAUX POUR L'AMELIORATION DES PRATIQUES EN ETABLISSEMENT DE SANTE,63.11Z,ess_france|sirene,siren_direct
841599673,TECHNOLOGY FOR SAFETY,62.01Z,ess_france|sirene,siren_direct
841671902,COOPERATIVE KLEROS,62.01Z,ess_france|sirene,siren_direct
841845852,BERTY TECHNOLOGIES,62.01Z,ess_france|sirene,siren_direct
841867633,"GIR-IT, RESEAU DES ACTEURS DU NUMERIQUE EN OCCITANIE",62.02A,ess_france|sirene,siren_direct
842492993,LES OCTETS LIBRES,62.02A,ess_france|sirene,siren_direct
842502916,ALTER SI,62.02A,ess_france|sirene,siren_direct
842539462,NANTES.RB,62.02A,ess_france|sirene,siren_direct
842586984,NOCORP,63.12Z,ess_france|sirene,siren_direct
842935405,A.I.M. ATELIERS INFORMATIQUES MONTAGNACOIS,62.02A,ess_france|sirene,siren_direct
843059882,ASSOCIATION POUR LE DEVELOPPEMENT D'AIDES A L'EDUCATION DANS LE PRIMAIRE,63.12Z,ess_france|sirene,siren_direct
843134362,STARTIN'BLOX,63.11Z,ess_france|sirene,siren_direct
843397530,PROD EVENEMENT,63.12Z,ess_france|sirene,siren_direct
843489832,LA DOZE VSS,62.01Z,ess_france|sirene,siren_direct
843810037,GASSAGOSSO,62.02A,ess_france|sirene,siren_direct
843875816,INSIDERS.COOP,62.01Z,ess_france|sirene,siren_direct
843876764,PRAXINOS,58.29A,ess_france|sirene,siren_direct
843916883,GOOSERV FRANCE,62.03Z,ess_france|sirene,siren_direct
843988577,THE WEB3,62.01Z,ess_france|sirene,siren_direct
844079962,SENSIBILISATION A LA CYBERSECURITE POUR TOUS,62.02A,ess_france|sirene,siren_direct
844090910,CODE ASSOCIATION CONCEPTION 44,62.01Z,ess_france|sirene,siren_direct
844201897,ODYSEUS UNION,62.02A,ess_france|sirene,siren_direct
844409441,POWER ANGELS,63.12Z,ess_france|sirene,siren_direct
844618322,BE.MY MEDIA,58.29C,ess_france|sirene,siren_direct
844627000,LA CHAINE DE BLOCS,62.01Z,ess_france|sirene,siren_direct
845012962,EXPLO-IT,62.02A,ess_france|sirene,siren_direct
845044155,TOURISME EURE NUMERIQUE,62.01Z,ess_france|sirene,siren_direct
845050467,C'EST LE BOUQUET,62.01Z,ess_france|sirene,siren_direct
845056241,GAMING-SERV,63.11Z,ess_france|sirene,siren_direct
845196765,CODE FOR GOOD,62.01Z,ess_france|sirene,siren_direct
845306216,TOUTPOURLAJEUNESSE,63.12Z,ess_france|sirene,siren_direct
847550183,ESPACE IFM,62.02A,ess_france|sirene,siren_direct
847589884,FREE LIBRE OPEN SOURCE SOFTWARE IN THE ALPS,62.02A,ess_france|sirene,siren_direct
847741253,HOME INFORMATIQUE,62.02B,ess_france|sirene,siren_direct
847935376,LUNE BLEUE,62.01Z,ess_france|sirene,siren_direct
848058434,LE SERVICE D'ECRITURE PUBLIQUE ET D'ACCOMPAGNEMENT NUMERIQUE (SEPAN),62.02A,ess_france|sirene,siren_direct
848320230,APPLICATIONS WEB POUR ASSOCIATIONS,62.01Z,ess_france|sirene,siren_direct
848566782,SEED BY SEED,62.01Z,ess_france|sirene,siren_direct
848676276,ILIANET,63.12Z,ess_france|sirene,siren_direct
848728804,INFORMATIQUE GRATENTOUR,62.02A,ess_france|sirene,siren_direct
848737599,EKITIA,62.02A,ess_france|sirene,siren_direct
848760302,UNITED CHRETIENS,62.01Z,ess_france|sirene,siren_direct
848793428,VERTEX,62.01Z,ess_france|sirene,siren_direct
849014485,ARVETO INK,58.29C,ess_france|sirene,siren_direct
849128509,BLOOM-UP,62.01Z,ess_france|sirene,siren_direct
849190103,DMOSVR,62.01Z,ess_france|sirene,siren_direct
849297924,POLE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
849538483,GEMLINK-DIGITAL,62.01Z,ess_france|sirene,siren_direct
849585054,LES SENS DU WEB,62.01Z,ess_france|sirene,siren_direct
849810965,ANIMALSDEV STUDIO,63.11Z,ess_france|sirene,siren_direct
849961636,TIGNET INFORMATIC,62.02A,ess_france|sirene,siren_direct
850031733,FANDAS,63.12Z,ess_france|sirene,siren_direct
850035148,MASTERMINE GAMES,58.21Z,ess_france|sirene,siren_direct
850079039,CULTURE POUR NOUS,62.03Z,ess_france|sirene,siren_direct
850441635,DOUAISIS DEBRIEF CLUB,63.12Z,ess_france|sirene,siren_direct
850501800,ASSOCIATION POUR LA PROMOTION DES MICRO COURANTS,63.11Z,ess_france|sirene,siren_direct
850750050,ESTEVE MULTIMEDIA,63.12Z,ess_france|sirene,siren_direct
850828930,SMART PRESTIGE TECHNOLOGY,62.02A,ess_france|sirene,siren_direct
850869371,HOST-HEBERG,63.12Z,ess_france|sirene,siren_direct
850899741,TOXILIST,63.11Z,ess_france|sirene,siren_direct
850915273,NEBULAE,63.11Z,ess_france|sirene,siren_direct
850915315,ANJARA,63.12Z,ess_france|sirene,siren_direct
851080630,CRYPT-0N,62.02A,ess_france|sirene,siren_direct
851094789,DIGITAL AFRICA,62.02A,ess_france|sirene,siren_direct
851186940,LES PLANS DU MULTIVERS,58.21Z,ess_france|sirene,siren_direct
851192278,ORLEANS TECH,62.02A,ess_france|sirene,siren_direct
851205138,ASSOCIATION DE DEVELOPPEMENT DE LA PIL88 (PLATEFORME D'INFORMATION LOCALE),63.12Z,ess_france|sirene,siren_direct
851268797,SQUERLY,63.12Z,ess_france|sirene,siren_direct
851330381,E-RADIODIFFUSION,63.11Z,ess_france|sirene,siren_direct
851429720,ASSOCIATION POUR LE CONSEIL EN INFORMATIQUE MICRO-INFORMATIQUE EN GESTION ET ORGANISATION DES ENTREPRISES GROUPE EUR,62.02A,ess_france|sirene,siren_direct
851553685,APPEAU STUDIO,58.21Z,ess_france|sirene,siren_direct
851621599,INDIE HOSTERS - HEBERGEUR DE LIBERTES,63.11Z,ess_france|sirene,siren_direct
851629576,MISE A DISPOSITION EFFICACE ET INNOVENTE DES DONNES UTILES AU PUBLIC,63.11Z,ess_france|sirene,siren_direct
851726588,ASTROLABE CAE,62.01Z,ess_france|sirene,siren_direct
851811596,ASFORGE.COM,62.01Z,ess_france|sirene,siren_direct
851877290,GXCAT,62.01Z,ess_france|sirene,siren_direct
851919829,ARMALUDIS,58.21Z,ess_france|sirene,siren_direct
851929380,DATA MANAGEMENT FRANCE,63.11Z,ess_france|sirene,siren_direct
851935551,L'@DN DES PETITS GENIES,62.02A,ess_france|sirene,siren_direct
852138106,INVENTAIRE,63.11Z,ess_france|sirene,siren_direct
852186790,MEDIAKOM,62.01Z,ess_france|sirene,siren_direct
852297233,JARDIN DOCTETS,62.02A,ess_france|sirene,siren_direct
852619550,STREAM RADIO,62.01Z,ess_france|sirene,siren_direct
852865336,ESCAPADEPROJET,62.02A,ess_france|sirene,siren_direct
852963826,ASSOCIATION COMMUNICATION INTERNATIONALE,63.12Z,ess_france|sirene,siren_direct
853155968,LA CRUZ,62.01Z,ess_france|sirene,siren_direct
853406288,YOUMOOV,62.02A,ess_france|sirene,siren_direct
853421139,LA SPHERE MEDIA,62.03Z,ess_france|sirene,siren_direct
853472330,MAKEWAVES,62.01Z,ess_france|sirene,siren_direct
853880300,OTREE OPEN SOURCE RESEARCH ASSOCIATION,62.02A,ess_france|sirene,siren_direct
854001351,GEEK OVER,58.21Z,ess_france|sirene,siren_direct
877600221,WEB 33,62.01Z,ess_france|sirene,siren_direct
877703413,L'ASSOCIATION KITMEDICAL,63.11Z,ess_france|sirene,siren_direct
877797191,LES MEDIA DE PAMPERIGOUSTE,63.12Z,ess_france|sirene,siren_direct
878345453,NEWMERIC SCIC,62.02A,ess_france|sirene,siren_direct
878373273,FANATIC CLIMBING,63.12Z,ess_france|sirene,siren_direct
878484732,OPEN SMILE,63.12Z,ess_france|sirene,siren_direct
878978584,ACLANDIA,62.01Z,ess_france|sirene,siren_direct
878984152,XENOAGENCY,63.11Z,ess_france|sirene,siren_direct
879195212,ADEGEB (ASSOCIATION POUR LE DEVELOPPEMENT DE LA E-FORMATION DANS LE DOMAINE DU GENIE CLIMATIQUE ET DES EQUIPEMENTS TECHN,63.12Z,ess_france|sirene,siren_direct
879231579,LIBRE ASSOCIATION INFORMATIQUE SOLIDAIRE LINUX (LIBRAISOL),62.02A,ess_france|sirene,siren_direct
879260602,ESPRIT FESTIVALIER,63.12Z,ess_france|sirene,siren_direct
879313492,CURSEHOSTING,63.11Z,ess_france|sirene,siren_direct
879641264,ASSOCIATION POUR LE DEVELOPPEMENT DE LA SUITE LOGICIELLE FREEMEDFORMS,62.02A,ess_france|sirene,siren_direct
879878999,COMAFRIK (STRUCTURE DE COMMUNICATION ET DE TELEVISION),63.12Z,ess_france|sirene,siren_direct
879879088,APPLI'CAT,63.12Z,ess_france|sirene,siren_direct
880103163,ECOLATITUDES,62.01Z,ess_france|sirene,siren_direct
880166541,PAS DE FLEURS PAS DE CHOCOLATS,63.12Z,ess_france|sirene,siren_direct
880364187,MIRIDIA,58.21Z,ess_france|sirene,siren_direct
880391149,BCN VIDEO TECH,63.12Z,ess_france|sirene,siren_direct
880538186,STARTINGAMES,58.21Z,ess_france|sirene,siren_direct
880583851,HYCO,58.29C,ess_france|sirene,siren_direct
880699186,EXANOT,63.11Z,ess_france|sirene,siren_direct
880738463,SIGILENCE TECHNOLOGIES,62.02A,ess_france|sirene,siren_direct
880753157,GEISWASSER.NET,62.02A,ess_france|sirene,siren_direct
880753298,APPLICATIONS RURALES,62.01Z,ess_france|sirene,siren_direct
881303135,FORM'TOIT,63.12Z,ess_france|sirene,siren_direct
881368930,ASSOCIATION METEO PYRENEES,63.12Z,ess_france|sirene,siren_direct
881370050,INFORMATIQUE POUR TOUS,62.02A,ess_france|sirene,siren_direct
881482202,LE BUREAU D'INVESTIGATION DU REEL,62.02A,ess_france|sirene,siren_direct
881568646,PIZID,62.02A,ess_france|sirene,siren_direct
881570436,VIRTUALZ,58.21Z,ess_france|sirene,siren_direct
881755656,APIDAE TOURISME,63.12Z,ess_france|sirene,siren_direct
882092273,MD-CLOUD,63.11Z,ess_france|sirene,siren_direct
882105323,OBSESSION ARRAS GAMING (OAG),58.21Z,ess_france|sirene,siren_direct
882329345,FUNTECHLAB,62.01Z,ess_france|sirene,siren_direct
882411499,PANKZSOFT,62.01Z,ess_france|sirene,siren_direct
882422967,SKIDAY FRANCE,62.03Z,ess_france|sirene,siren_direct
882539497,COOPCIRCUITS,63.12Z,ess_france|sirene,siren_direct
882604051,HOLYCLOUD,63.11Z,ess_france|sirene,siren_direct
882776891,FLEXHEBERG FRANCE,63.11Z,ess_france|sirene,siren_direct
882968159,ASSOCIATION GEEK CLUB (AGC),62.02B,ess_france|sirene,siren_direct
883020851,AGILIUM,62.01Z,ess_france|sirene,siren_direct
883097214,TO SEE FURTHER GROUP,63.11Z,ess_france|sirene,siren_direct
883498115,WI-BASH,62.01Z,ess_france|sirene,siren_direct
883500571,INVIVO 64,63.12Z,ess_france|sirene,siren_direct
883545618,ESPRI DIGITAL,62.01Z,ess_france|sirene,siren_direct
883595159,RELIEZ-VOUS AUX AUTRES,62.01Z,ess_france|sirene,siren_direct
883626822,OUTDOOR PICTURE,62.01Z,ess_france|sirene,siren_direct
883661555,DCHOSTING,63.11Z,ess_france|sirene,siren_direct
883662652,HOSTIM,63.11Z,ess_france|sirene,siren_direct
883778466,SCALYNET,63.11Z,ess_france|sirene,siren_direct
883877391,STUDIO CHIMERA,58.21Z,ess_france|sirene,siren_direct
883878035,CITYSCOVER,62.01Z,ess_france|sirene,siren_direct
883933095,ELABORE,62.02A,ess_france|sirene,siren_direct
884034216,LES CANUMERIQUES,62.02A,ess_france|sirene,siren_direct
884505330,UPHEBERG,63.11Z,ess_france|sirene,siren_direct
884759895,SCODOC - APPRENTISSAGES ET COMPETENCES,62.02A,ess_france|sirene,siren_direct
884835778,TOPIC APP,62.01Z,ess_france|sirene,siren_direct
884955139,SWIZCLOUD,63.11Z,ess_france|sirene,siren_direct
885009308,E-CLIPSE,63.11Z,ess_france|sirene,siren_direct
885041954,DEVELOPPEMENT ASSOCIATIF VITAL POUR L AIDE INFORMATIQUE LOCALE,62.02A,ess_france|sirene,siren_direct
885050443,ALPASSO,58.29C,ess_france|sirene,siren_direct
885179655,INTERHOP,63.11Z,ess_france|sirene,siren_direct
885243428,LE COMPTOIR NUMERIQUE,63.11Z,ess_france|sirene,siren_direct
885268029,ELKIR TECH,63.11Z,ess_france|sirene,siren_direct
885391953,SS3I,62.02A,ess_france|sirene,siren_direct
887626513,92300 LAB E-SPORT,58.21Z,ess_france|sirene,siren_direct
887631448,PDCI DIGIT,62.02A,ess_france|sirene,siren_direct
887791556,M2M1PP,62.01Z,ess_france|sirene,siren_direct
887940146,DINARDMEDIA,63.12Z,ess_france|sirene,siren_direct
887982007,WEBAEL NETWORK,63.12Z,ess_france|sirene,siren_direct
888182961,ELITEHEBERG,63.11Z,ess_france|sirene,siren_direct
888295698,GAME UNITED,58.21Z,ess_france|sirene,siren_direct
888427929,CHOJIN CORP (CC),62.01Z,ess_france|sirene,siren_direct
888432697,LE BULLETIN,63.12Z,ess_france|sirene,siren_direct
888439056,CATMARGUE,63.11Z,ess_france|sirene,siren_direct
888485463,ALICEVISION,58.29C,ess_france|sirene,siren_direct
888567302,LES ULTRAMARINS,63.12Z,ess_france|sirene,siren_direct
888649704,MAZIKETMONCOUTEAU,62.01Z,ess_france|sirene,siren_direct
888875036,DUM SPIRO SPERO,58.21Z,ess_france|sirene,siren_direct
888880622,L'UNIVERS DU GEEK,58.21Z,ess_france|sirene,siren_direct
888927936,LATTES-AVENIR,63.12Z,ess_france|sirene,siren_direct
889017315,SYLVAINGAMES,58.21Z,ess_france|sirene,siren_direct
889297453,YAAL COOP,62.01Z,ess_france|sirene,siren_direct
889433181,DEBUTANT-E ACCEPTE-E,62.01Z,ess_france|sirene,siren_direct
889850970,EDNUM,63.11Z,ess_france|sirene,siren_direct
889868121,KAWAGENCY,62.01Z,ess_france|sirene,siren_direct
889899035,LA TEAM,62.02A,ess_france|sirene,siren_direct
889899118,CONNECTIFEELGROUPE,63.11Z,ess_france|sirene,siren_direct
889996534,SEAPERF,63.11Z,ess_france|sirene,siren_direct
890006638,SKYMINDS.NET,63.12Z,ess_france|sirene,siren_direct
890056815,TREMPOLINE,62.01Z,ess_france|sirene,siren_direct
890100548,AI.UNSEEN,63.11Z,ess_france|sirene,siren_direct
890152028,PATHTECH,62.02A,ess_france|sirene,siren_direct
890321615,FREQUENCE CHRETIENNE,63.12Z,ess_france|sirene,siren_direct
890463383,CHECK YOUR SMILE FOREVER,63.11Z,ess_france|sirene,siren_direct
890488950,TELESCOOP,62.02A,ess_france|sirene,siren_direct
890543895,LANDIA HEBERG,63.11Z,ess_france|sirene,siren_direct
890642879,GLOOMLOG.COM,63.12Z,ess_france|sirene,siren_direct
