siren;sources;origines;methode_jointure;confiance_jointure;denomination;code_postal;commune;site_web;nom_structure_porteuse;naf;tranche_effectifs;categorie_juridique;denomination__tiers_lieux;code_postal__tiers_lieux;commune__tiers_lieux;site_web__tiers_lieux;denomination__ess_numerique;denomination__cate_juridique;nom_usage;famille_ess;naf_numerique;tags_numerique
903573608;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GROUPANET;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
903692531;sirene;cate_juridique;siren_direct;;SOLIDOO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
903779122;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SILO PRODUCTIONS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
903786648;ess_france|sirene;ess_numerique;siren_direct;;FRAKT MOVEMENT;;;;;63.12Z;;;;;;;;;;;True;portail_web
903864155;ess_france|sirene;ess_numerique;siren_direct;;DEUSSEARCH - LE 1ER MOTEUR DE RECHERCHE DE JEUX VIDEO EN FONCTION DE TA PERSONNALITE !;;;;;63.12Z;;;;;;;;;;;True;portail_web
903886786;sirene;cate_juridique;siren_direct;;KS-ENGINEERING;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
904022068;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PYTORCH-IGNITE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
904094232;ess_france|sirene;ess_numerique;siren_direct;;FULUTY;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
904572443;ess_france|sirene;ess_numerique;siren_direct;;KEY-LAN 2.0 AIDE ET CONSEIL A L'INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
904580107;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION LUTTE CONTRE LA CYBERCRIMINALITE;;;;;62.02A;;;;;;;;;;;True;conseil_it
904680238;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FRENCH-ROLEPLAY;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
904750486;ess_france|sirene;ess_numerique;siren_direct;;LA BIDOUILLE;;;;;63.12Z;;;;;;;;;;;True;portail_web
904949534;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION TI NUAGE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
905004396;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;NOTRECINEMA;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
905138244;ess_france|sirene;ess_numerique;siren_direct;;LE BIBLIOCOSME;;;;;63.12Z;;;;;;;;;;;True;portail_web
905142147;ess_france|sirene;ess_numerique;siren_direct;;MODE D' EMPLOIS;;;;;63.12Z;;;;;;;;;;;True;portail_web
905151130;ess_france|sirene;ess_numerique;siren_direct;;NEBULAE;;;;;63.12Z;;;;;;;;;;;True;portail_web
905171401;ess_france|sirene;ess_numerique;siren_direct;;L'ATELIER  DU SCRIBE EDITEUR;;;;;63.12Z;;;;;;;;;;;True;portail_web
905388195;ess_france|sirene;ess_numerique;siren_direct;;PROVENCE NUMERIQUE;;;;;62.02B;;;;;;;;;;;True;conseil_it
907495113;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLUB IKOS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
907621015;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LA VOIX DU VOTE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
907803506;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LIBRAHOST;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
907817480;ess_france|sirene;ess_numerique;siren_direct;;CHERCHE CONCIERGE;;;;;63.12Z;;;;;;;;;;;True;portail_web
907868921;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DES VENTS CLAIRS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
907891121;ess_france|sirene;ess_numerique;siren_direct;;GM PRODUCTION (GESTION MEDIA PRODUCTION);;;;;63.12Z;;;;;;;;;;;True;portail_web
907922322;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;COR'SPERTU, W.O.C.;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
908363955;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DEAD PIXELS SOCIETY;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
908484389;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;EHEBERG GROUP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
908534555;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION ASCLEPIA;;;;;62.02A;;;;;;;;;;;True;conseil_it
908638232;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;KAPOORLABS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
908720022;ess_france|sirene;ess_numerique;siren_direct;;LE PHARE MUSICAL;;;;;63.12Z;;;;;;;;;;;True;portail_web
908720311;ess_france|sirene;ess_numerique;siren_direct;;BREIZH TEK;;;;;62.02A;;;;;;;;;;;True;conseil_it
908853740;ess_france|sirene;ess_numerique;siren_direct;;L'ARRIERE CUISINE;;;;;63.12Z;;;;;;;;;;;True;portail_web
908944945;ess_france|sirene;ess_numerique;siren_direct;;MON ASSISTANT CLOUD;;;;;62.02A;;;;;;;;;;;True;conseil_it
908957194;ess_france|sirene;ess_numerique;siren_direct;;ASSOCATION ODV;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
908960057;ess_france|sirene;ess_numerique;siren_direct;;BLACK CONNEXION;;;;;63.12Z;;;;;;;;;;;True;portail_web
909104077;ess_france|sirene;ess_numerique;siren_direct;;TCORPORATION - AGIR AVEC LE NUMERIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
909116717;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WAVECLOUD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
909167553;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SOLATYPIC;;;;;62.01Z;3;9220.0;;;;;;;;association;True;dev_logiciel
909170334;ess_france|sirene;ess_numerique;siren_direct;;CSSCADE;;;;;62.02A;;;;;;;;;;;True;conseil_it
909353211;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION LRM CATALOGING SOLUTIONS;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
909608572;ess_france|sirene;ess_numerique;siren_direct;;KIPAZA;;;;;62.02A;;;;;;;;;;;True;conseil_it
909703514;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PALMACLOUD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
909704926;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TEDYWARE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
909834137;ess_france|sirene;ess_numerique;siren_direct;;POLYMNY STUDIO;;;;;62.02A;;;;;;;;;;;True;conseil_it
909968125;ess_france|sirene;ess_numerique;siren_direct;;JEED HOME;;;;;62.02A;;;;;;;;;;;True;conseil_it
910090133;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SOIGNER DANS LE 28;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
910186774;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;COSMOS-HOST;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
910279652;ess_france|sirene;ess_numerique;siren_direct;;PYRENEES WARGAMES;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
910317502;ess_france|sirene;ess_numerique;siren_direct;;ENIGMA;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
910390525;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;KEOCLOUD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
910537430;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WIMBI RENT;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
910770064;ess_france|sirene;ess_numerique;siren_direct;;CSIRT HAUTS-DE-FRANCE;;;;;62.02A;;;;;;;;;;;True;conseil_it
910886324;ess_france|sirene;ess_numerique;siren_direct;;GUYANE PARTENAIRES;;;;;63.12Z;;;;;;;;;;;True;portail_web
910924463;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SPACEHEBERG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
911038883;tiers_lieux;tiers_lieux;scoring;1.0;Fabrico;26000.0;VALENCE;http://fabrico.fr/;Association Fab'At;;;;;;;;;;;;False;
911191260;ess_france|sirene;ess_numerique;siren_direct;;LA ROOM;;;;;63.12Z;;;;;;;;;;;True;portail_web
911279966;ess_france|sirene;ess_numerique;siren_direct;;RGA PROD;;;;;63.12Z;;;;;;;;;;;True;portail_web
911328573;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DPA EUROPE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
911383552;ess_france|sirene;ess_numerique;siren_direct;;LE NUMERIQUE POUR TOUS;;;;;63.12Z;;;;;;;;;;;True;portail_web
911448298;ess_france|sirene;ess_numerique;siren_direct;;UNIXFY;;;;;62.02A;;;;;;;;;;;True;conseil_it
911485381;ess_france|sirene;ess_numerique;siren_direct;;COMBAT LE MEDIA;;;;;63.12Z;;;;;;;;;;;True;portail_web
911740371;ess_france|sirene;ess_numerique;siren_direct;;LA TRAME;;;;;63.12Z;;;;;;;;;;;True;portail_web
911799609;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DNS0.EU;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
911974442;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FINISTDEVS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
911992105;ess_france|sirene;ess_numerique;siren_direct;;INTERNET ET MOI - I&M;;;;;62.02A;;;;;;;;;;;True;conseil_it
911997104;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ALLIANCE BLOCKCHAIN FRANCE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
912326022;ess_france|sirene;ess_numerique;siren_direct;;LES ATELIERS DE CHOUF TOLOSA;;;;;63.12Z;;;;;;;;;;;True;portail_web
912346103;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;HOSTMYGAMES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
912389459;ess_france|sirene;ess_numerique;siren_direct;;SKOALI;;;;;63.12Z;;;;;;;;;;;True;portail_web
912563780;ess_france|sirene;ess_numerique;siren_direct;;CAMPUS ASSO;;;;;63.12Z;;;;;;;;;;;True;portail_web
912582186;ess_france|sirene;ess_numerique;siren_direct;;NANGA PARBAT;;;;;63.12Z;;;;;;;;;;;True;portail_web
912680022;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;NEWNAME;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
912874260;ess_france|sirene;ess_numerique;siren_direct;;LE CLUB DU LIBRE;;;;;62.02A;;;;;;;;;;;True;conseil_it
913006656;ess_france|sirene;ess_numerique;siren_direct;;ACCESS COMMUNITY;;;;;62.03Z;;;;;;;;;;;True;hebergement
913080438;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VODGROUP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
913125456;ess_france|sirene;ess_numerique;siren_direct;;NAMEO GAMES;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
913410775;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DIV WEB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
913480448;ess_france|sirene;ess_numerique;siren_direct;;ID-TECH;;;;;62.02A;;;;;;;;;;;True;conseil_it
913612917;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DELEGATION GENERALE NUMERIQUE - DGNUM;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
913628665;ess_france|sirene;ess_numerique;siren_direct;;SCIC TIBILLET COOP;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
913653705;ess_france|sirene;ess_numerique;siren_direct;;SPIRKOP;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
913672424;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;IMAGO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
913862637;sirene;cate_juridique;siren_direct;;ASSOFTWARE;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
913880480;ess_france|sirene;ess_numerique;siren_direct;;EBOP;;;;;63.12Z;;;;;;;;;;;True;portail_web
913926663;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SOFTKY GROUP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
913934618;ess_france|sirene;ess_numerique;siren_direct;;CAMPUS REGIONAL DE CYBERSECURITE ET DE CONFIANCE NUMERIQUE NOUVELLE-AQUITAINE;;;;;62.02A;;;;;;;;;;;True;conseil_it
913940185;ess_france|sirene;ess_numerique;siren_direct;;SHIMMYA;;;;;63.12Z;;;;;;;;;;;True;portail_web
913960266;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ONE PANTHEON;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
913980009;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LES RESCAPES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
914055876;ess_france|sirene;ess_numerique;siren_direct;;ALLAROUND GROUP;;;;;63.12Z;;;;;;;;;;;True;portail_web
914232541;ess_france|sirene;ess_numerique;siren_direct;;810;;;;;62.02A;;;;;;;;;;;True;conseil_it
914374673;ess_france|sirene;ess_numerique;siren_direct;;GAMES 4 YOU 2 KNOW;;;;;62.02A;;;;;;;;;;;True;conseil_it
914389747;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CUMULUS CORPORATION;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
914492350;sirene;cate_juridique;siren_direct;;CLOUD FIVE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
914619150;sirene;cate_juridique;siren_direct;;GALAXY TV;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
914632450;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GAIA PRODUCTION;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
914716428;ess_france|sirene;ess_numerique;siren_direct;;ENVOLE - LE COLLECTIF POUR APPRENDRE A MIEUX VIVRE ENSEMBLE;;;;;63.12Z;;;;;;;;;;;True;portail_web
914790464;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PRODUCTIONS 110;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
914810759;ess_france|sirene;ess_numerique;siren_direct;;LES SECOURISTES DE FRANCE;;;;;63.12Z;;;;;;;;;;;True;portail_web
914905229;ess_france|sirene;ess_numerique;siren_direct;;COLLECTIF POUR UNE THESE HEUREUSE;;;;;63.12Z;;;;;;;;;;;True;portail_web
914907548;ess_france|sirene;ess_numerique;siren_direct;;MA JUSTICE;;;;;63.12Z;;;;;;;;;;;True;portail_web
915040968;ess_france|sirene;ess_numerique;siren_direct;;SOS RADIO ASSO;;;;;62.02A;;;;;;;;;;;True;conseil_it
915276802;ess_france|sirene;ess_numerique;siren_direct;;HYTALE FRANCE (SITE FRANCAIS COMMUNAUTAIRE HYTALE);;;;;63.12Z;;;;;;;;;;;True;portail_web
915300743;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;BREAKPOINT CLUB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
915320766;ess_france|sirene;ess_numerique;siren_direct;;EL-TABERNA-HOSTING;;;;;63.12Z;;;;;;;;;;;True;portail_web
917458697;ess_france|sirene;ess_numerique;siren_direct;;DISPAK;;;;;63.12Z;;;;;;;;;;;True;portail_web
917528556;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FRESHPERF;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
917532293;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SWITCH COMPAGNIE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
917657348;ess_france|sirene;ess_numerique;siren_direct;;MARTINIQUE.PRODUCTIONLOCALE.COM;;;;;63.12Z;;;;;;;;;;;True;portail_web
917668014;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CORDIWEB TRAITEMENT DE DONNEES, HEBERGEMENT ET ACTIVITES CONNEXES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
917723066;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GUIX EUROPE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
917868135;ess_france|sirene;ess_numerique;siren_direct;;MAWAQIT;;;;;62.02A;;;;;;;;;;;True;conseil_it
917868770;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MENGINE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918047275;ess_france|sirene;ess_numerique;siren_direct;;SOUTH SIDE TECH;;;;;62.02A;;;;;;;;;;;True;conseil_it
918111923;ess_france|sirene;ess_numerique;siren_direct;;CINE SCOP;;;;;62.03Z;;;;;;;;;;;True;hebergement
918143009;ess_france|sirene;ess_numerique;siren_direct;;1MINUTE2FORCE;;;;;63.12Z;;;;;;;;;;;True;portail_web
918181264;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OPENHEBERG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918199779;ess_france|sirene;ess_numerique;siren_direct;;MY RESO FORMATION;;;;;62.02A;;;;;;;;;;;True;conseil_it
918409152;ess_france|sirene;ess_numerique;siren_direct;;CONGLOMERAT;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
918421827;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SWAAP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918432014;ess_france|sirene;ess_numerique;siren_direct;;ESPRIT CLOUD;;;;;62.02A;;;;;;;;;;;True;conseil_it
918484627;ess_france|sirene;ess_numerique;siren_direct;;SEEDLERS INTERACTIVE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
918500760;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WEB4LIVE ASSOCIATION;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918542838;ess_france|sirene;ess_numerique;siren_direct;;PAC ASSOCIATION;;;;;63.12Z;;;;;;;;;;;True;portail_web
918572272;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;BLACKHOST HEBERGEMENT;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918577214;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DEV & FUN;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
918639402;ess_france|sirene;ess_numerique;siren_direct;;CYBER'OCC;;;;;62.02A;;;;;;;;;;;True;conseil_it
918816141;ess_france|sirene;ess_numerique;siren_direct;;L'OUVREUSE MAGAZINE;;;;;63.12Z;;;;;;;;;;;True;portail_web
918824566;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;STORM HEBERG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
918897703;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VEXCLOUD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
919089912;ess_france|sirene;ess_numerique;siren_direct;;LA MINUTE VERTE;;;;;63.12Z;;;;;;;;;;;True;portail_web
919124362;ess_france|sirene;ess_numerique;siren_direct;;LA TERRASSE MEDIA;;;;;63.12Z;;;;;;;;;;;True;portail_web
919127134;ess_france|sirene;ess_numerique;siren_direct;;ANEDIA STUDIO;;;;;63.12Z;;;;;;;;;;;True;portail_web
919135111;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ROYALITY;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
919386466;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLIENTXCMS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
919425850;ess_france|sirene;ess_numerique;siren_direct;;OTOPIA;;;;;63.12Z;;;;;;;;;;;True;portail_web
919497024;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SOLINUAGE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
919514570;ess_france|sirene;ess_numerique;siren_direct;;ARCHEOVISION;;;;;63.12Z;;;;;;;;;;;True;portail_web
919598862;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OPEN RICH MEDIA INITIATIVE;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
919686287;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PETITS LOGICIELS ENTRE AMIS;;;;;62.01Z;1;9220.0;;;;;;;;association;True;dev_logiciel
919741488;ess_france|sirene;ess_numerique;siren_direct;;GROUPE DELZYION;;;;;63.12Z;;;;;;;;;;;True;portail_web
919807784;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION FIVESERV;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
919908061;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;IPIC-ASSO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
919924340;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;Z-ANATOMY;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
919993659;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DIAMOND-HEBERG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
920060464;tiers_lieux;tiers_lieux;scoring;1.0;RoseLab;31400.0;TOULOUSE;https://www.roselab.eu;;;;;;;;;;;;;False;
920172194;ess_france|sirene;ess_numerique;siren_direct;;YUNA;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
920269099;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TIBOULEN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
920287174;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GREWPGROUP;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
920373289;tiers_lieux;tiers_lieux;scoring;1.0;Cocoba;64700.0;HENDAYE;https://cocoba.work;;;;;;;;;;;;;False;
920537511;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;KAN LA PLAINE LE GADYAMB;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
920572666;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;BLUE SQUARE RADIO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
920603818;tiers_lieux;tiers_lieux;scoring;0.9;Relais Familles du Saintois;54330.0;VEZELISE;;Familles Rurales Pays du Saintois;;;;;;;;;;;;False;
920687480;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;H A;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
920779485;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION SWN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
920950771;ess_france|sirene;ess_numerique;siren_direct;;SCOPE;;;;;63.12Z;;;;;;;;;;;True;portail_web
920985595;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ATMOS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
920987526;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;7 SANTE;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
921242541;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;KINGPERF;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
921279444;ess_france|sirene;ess_numerique;siren_direct;;4NATIONS FR;;;;;58.21Z;;;;;;;;;;;True;edition_jeux
921466678;ess_france|sirene;ess_numerique;siren_direct;;RAFTEL;;;;;63.12Z;;;;;;;;;;;True;portail_web
921475927;ess_france|sirene;ess_numerique;siren_direct;;WEBZINE.VOYAGE;;;;;63.12Z;;;;;;;;;;;True;portail_web
921549812;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION POUR UNE CONSOMMATION CITOYENNE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
921641056;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INFINITYHEBERG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
921697884;ess_france|sirene;ess_numerique;siren_direct;;CSIRT AVIATION FRANCE;;;;;62.02A;;;;;;;;;;;True;conseil_it
921729513;ess_france|sirene;ess_numerique;siren_direct;;CONIXYS;;;;;62.02A;;;;;;;;;;;True;conseil_it
921741971;ess_france|sirene;ess_numerique;siren_direct;;REEMPLOI REUNION BATIMENT TRAVAUX PUBLICS;;;;;63.12Z;;;;;;;;;;;True;portail_web
921762696;ess_france|sirene;ess_numerique;siren_direct;;KABEKKA;;;;;63.12Z;;;;;;;;;;;True;portail_web
921838587;ess_france|sirene;ess_numerique;siren_direct;;YORKHOST;;;;;63.12Z;;;;;;;;;;;True;portail_web
921923470;ess_france|sirene;ess_numerique;siren_direct;;RUSSEL 69;;;;;63.12Z;;;;;;;;;;;True;portail_web
922014733;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LA GARDE DE NUIT;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
922053939;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LOGICIEL 45;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
922155833;ess_france|sirene;ess_numerique;siren_direct;;ACCOLADE;;;;;62.02A;;;;;;;;;;;True;conseil_it
922189709;ess_france|sirene;ess_numerique;siren_direct;;KITTENCONNECT;;;;;62.03Z;;;;;;;;;;;True;hebergement
922198015;ess_france|sirene;ess_numerique;siren_direct;;THEBLACKSIDE;;;;;62.02A;;;;;;;;;;;True;conseil_it
922310552;ess_france|sirene;ess_numerique;siren_direct;;LES AMIS D'ASIALYST;;;;;63.12Z;;;;;;;;;;;True;portail_web
922512934;ess_france|sirene;ess_numerique;siren_direct;;LES BIOTOPS;;;;;63.12Z;;;;;;;;;;;True;portail_web
922717095;ess_france|sirene;ess_numerique;siren_direct;;H4;;;;;63.12Z;;;;;;;;;;;True;portail_web
922780887;ess_france|sirene;ess_numerique;siren_direct;;I C E (INFORMATIQUE COMMUNICATION ELECTRONIQUE);;;;;62.02A;;;;;;;;;;;True;conseil_it
922823257;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;YAPLUKA;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
922851449;ess_france|sirene;ess_numerique;siren_direct;;WEBIBI;;;;;63.12Z;;;;;;;;;;;True;portail_web
922857883;ess_france|sirene;ess_numerique;siren_direct;;C17INFOS;;;;;63.12Z;;;;;;;;;;;True;portail_web
922859392;ess_france|sirene;ess_numerique;siren_direct;;FABLAB SEVRAN;;;;;62.02A;;;;;;;;;;;True;conseil_it
922882295;ess_france|sirene;ess_numerique;siren_direct;;ARTS EN PROVENCE;;;;;63.12Z;;;;;;;;;;;True;portail_web
922888417;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TYLDE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
922929880;ess_france|sirene;ess_numerique;siren_direct;;PINGSERV;;;;;62.02A;;;;;;;;;;;True;conseil_it
