siren,sources,origines,methode_jointure,confiance_jointure,denomination,code_postal,commune,site_web,nom_structure_porteuse,naf,tranche_effectifs,categorie_juridique,group_naf,group_cate,denomination__tiers_lieux,code_postal__tiers_lieux,commune__tiers_lieux,site_web__tiers_lieux,nom_usage,denomination__ess_x_naf,denomination__cate_x_naf,denomination__ess_flag_insee,famille_ess,naf_numerique,tags_numerique
331984302,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COMMUNICATION INFORMATION QUARTIERS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332024223,sirene,ess_flag_insee,siren_direct,1.0,AXIELL FRANCE,,,,,58.29C,12,5710.0,,,,,,,,,,,,True,edition_logiciel
332051010,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,EUROP UNIVERS OF AMERICA FRANC,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332304534,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,VIDEOTEL 44 PROMO DEVEL VIDEO,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332348341,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SERVIE PROJET REALI INSTIT NATION TELECO,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
332480276,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MEMOIRE DE LA DROME,,,,,63.11Z,01,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332508530,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AAPCAO ASS AZUR PROMO CONCEP,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332603646,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ETUDES PREHISTOIR ET HISTOIR PAYS LOIRE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332690981,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SISVAC,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
332711522,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TELECOM ETUDE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
332776210,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC ARIOD AQUITAINE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
332947803,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,COOPERATIVE INFORMATIQUE,,,,,62.02A,12,5560.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
333073062,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SOCIETE D INFORMATIQUE DE GESTION ET DE COMMUNICATION,,,,,58.29C,12,5560.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,edition_logiciel
333294403,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,A.I.H.T.I.,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
333533628,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,PROCESS INGENIERIE ETUDES REALISATIONS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
333673218,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTR INFORM DOCUMENT AFRIQUE AUSTRALE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
333674422,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS PROMOT TECHNIQ INFORM INDUST GRAPHIQ,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
333785327,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PIC-ORDI,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
333966315,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ANTIPODES MEDIAS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334065695,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MEDIATHEQUE REGIONALE BASSE NORMANDIE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334247095,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,LOGISUD SERVI INGENI LOGICIEL,,,,,62.01Z,NN,5460.0,,,,,,,,,,,,True,dev_logiciel
334256344,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ARPEJ ASSO ART PAYSAGES JARDIN,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334356342,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CLUB INFORMATIQ QUARTIER LEBON,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334413770,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TOMBELAINE BRETAGNE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334487337,ess_france|esus|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GESTFORM,,,,,63.11Z,32,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334643749,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ART SPORT ET INDUSTRIE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
334735032,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,GEFISCOPE,,,,,62.02A,NN,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
334783545,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,UNION COMMERCIALE AUTUNOISE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
335159141,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SAVOIR,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
335204913,sirene,ess_flag_insee,siren_direct,1.0,PROGIMAT,,,,,62.03Z,02,5710.0,,,,,,,,,,,,True,hebergement
337791776,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,INTERNATIONAL CLUB 77,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
337832885,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MIAG PERFORM,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338166978,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INSTIT PSYCHOSOMATO PEDAGOGIE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338300775,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION INFOR ELEVAGE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338309727,sirene,cate_x_naf,siren_direct,1.0,DIALOGUE INFORMATIQUE ENTREP UNIVERSITE,,,,,63.11Z,NN,9210.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
338556590,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE GENEALOGIQUE DU FINISTERE,,,,,63.11Z,02,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338573553,sirene,cate_x_naf,siren_direct,1.0,ASSOCIATION INFORMATIQUE LOMAGNE,,,,,63.11Z,NN,9210.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
338725054,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AGENCE DE DEVELOPPEMENT ECONOMIQUE LOCAL,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338829070,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS APPLICAT NOUVEAUX SERVICES INFORMATI,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
338832264,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS INFORM COMMUN ORGAN MEDIATIQUE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
338944093,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,MIAGE REALISATIONS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
339391088,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ESTIA INNOVATION,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
339409385,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CLUB UTILISATEURS SYSTEMES INFORMATIQUES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
339425852,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS INDUSTRIELS MAITRISE ENERGIE EXPORT,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
339427015,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INNOVATION ET COMMUNICATION,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
339444960,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE INFORMATION HABITAT ILE DE FRANCE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
339513467,sirene,ess_flag_insee,siren_direct,1.0,KTS TECHNOLOGIES L INFOTHEQUE,,,,,62.01Z,01,5499.0,,,,,,,,,,,,True,dev_logiciel
339960130,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INFORMATIQUE DOMESTIQUE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
340326693,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CEFAR SERVICES,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
340636299,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SERVICE ETUDE PROJET DE L'EFREI,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
340636885,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE REGIONALE INFORMATIQUE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
340899202,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS DEVELOP PROTECTION EMPLOI DISTANCE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
340945187,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ACTION MODE ESCP,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
340960723,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE INFOR DIFF DOC INFORM TELEMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
341245348,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,VOICOLLUMIERE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
341287308,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS LORRAINE INFORM DOCUMEN FORMAT AGRIC,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
341452522,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,UNION DE COOPERATIVES AGRICOLES BRIENON CHABLIS,,,,,62.01Z,NN,6318.0,group_naf_1,group_cate_1,,,,,,,,,cooperative,True,dev_logiciel
341614675,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS DIFFUSION DOCUMEN HOSPITAL ET SANTE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
341914257,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS POUR ENCOURAGEMENT ETUDES ANCIENNES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
342094877,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS DEVEL ORGAN PROMO ACTIVITE MEDICALE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
342269743,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AQUITAINE ELECTRONIQUE INFORMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
342423449,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC CONSEIL BASCO LANDAIS GEST INFORMA,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
342485497,sirene,cate_x_naf,siren_direct,1.0,ASSOCIATION ETUDE NEGOCIATION COLLECTIVE,,,,,63.11Z,NN,9210.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
342719309,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ORGANIS COMMUNIC TELEMATIQ AGRICOL VENDE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
342934866,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS POINT D'APPUI,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343047205,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSO GESTION SERVEUR TELEMA LEZIGNANAIS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343083440,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,SOCIETE ARDENNAISE DE CANCEROLOGIE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343205159,sirene,cate_x_naf,siren_direct,1.0,BRETAGNE MIEUX VIVRE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343668109,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CONFERENCE INTERCONSULAIRE REGIONALE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343682712,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,OBSERVAT LOYERS AGGLOMERATION PARISIENNE,,,,,63.11Z,03,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343801973,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,ASSOC GESTION DEVELOPPEMENT INFORMATIQUE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
343824652,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GROUPE MICRO Z,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
344000229,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,UNION REGIONALE MIDI-PYRENEES DES CENTRES DE GESTION AGREES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
344049580,sirene,ess_flag_insee,siren_direct,1.0,DEAL SOFTWARE,,,,,62.02B,12,5710.0,,,,,,,,,,,,True,conseil_it
344102678,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS EXPERTS CONCEP ASSIS PAR ORDINATEUR,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
344124300,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,RESEAU EUROPEEN INTEGRE IMAGE SERVICES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
344246152,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NOUVEAUX ESPACES DES MARCHES OCEANIQUES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
344473129,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,UNION INTERNATIONALE DE PHLEBOLOGIE,,,,,63.11Z,NN,9260.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
344613658,tiers_lieux,tiers_lieux,scoring,1.0,2D,29600.0,MORLAIX,https://www.resam.net/le-2d-a-morlaix.html,Résam (Réseau d'échanges et services des associations du Pays de Morlaix),,,,,,,,,,,,,,,False,
344671490,ess_france|sirene,ess_x_naf,siren_direct,1.0,ARETE,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
344737721,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DIADEME INGENIERIE,,,,,62.01Z,02,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
344799689,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LABORATOIR RECHERCH ETUD MUTATION INDUST,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
344848973,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS LORRAINE D'INFORMATIQUE ET SERVICES,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
345354401,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INTELLIGENCE ARTIFICIELLE EN IMAGERIE,,,,,63.11Z,NN,9260.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
347396749,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AZIMUT,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347411837,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AMICALE EXPOSANTS PAYS DE SARREBOURG,,,,,63.11Z,NN,9260.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
347424038,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CTRE ORGANIS GESTION INFORMATIQ THEMATIQ,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347506057,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS SALON REGION MAISON INDIV ET HABITAT,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347596215,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS INITIATIVE EMPLOI PAYS DE LOIRE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347638975,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE ETUDE REALISAT INTERASSOCIATIVESS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347644130,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS LES AMIS DE L'ANNE EPIGRAPHIQUE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347828477,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ACTION PARIS JUNIOR ENT DE L INSEEC,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347896938,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NANTES CONGRES SERVICE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
347975393,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS ARTCIBLE COMMUNICATION,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
348282328,sirene,ess_flag_insee,siren_direct,1.0,CORIEL,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
348301243,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JUNIOR ESIEE PARIS,,,,,62.02B,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
348449612,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PROMOTION ET RATIONALISATION DE L'INFORMATION SOCIALE MEDIDO-PSYCHOLOGIQUE ET EDUCATIVE P.R.I.S.M.E,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
348692591,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SOFT RACING L INFORMATIQUE EN STICKS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
348753047,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ACPUSI,,,,,62.02A,01,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
348847864,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GRANDES ECOLES COMMUNICATION,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
348916958,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,ASS LIAISON OFFRE INFORMAT SPECIALISEES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
348980996,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INST DE DROIT COMMUNAUTAIRE ET EUR,,,,,63.11Z,NN,9260.0,group_naf_1,group_cate_2,,,,,,,,,association,True,hebergement
349011718,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NSIGMA,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
349225052,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS DEVELOPPEMENT INFORMATIQUE MOSELLE,,,,,62.02A,NN,9260.0,group_naf_2,group_cate_2,,,,,,,,,association,True,conseil_it
349230672,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INSTITUT HOMEOPATHIE BIOTHERAPIE EST,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
349568758,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS CLUB DE L UNITE XX EME,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
349598284,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS RECHERCHE DEVEL BIOLOG INFORM MAGNOT,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
349725275,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,OBSERVATOIRE MOND SYSTEMES COMMUNICATION,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
349996579,sirene,cate_x_naf,siren_direct,1.0,ASS RELATIONS INFORMATIQUES D'AQUITAINE,,,,,62.02B,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
350194122,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INTERCONSULAIRE SOMME,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
350234290,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JUNIOR CENTRALESUPELEC,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
350256301,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INFORMATIQUE CLUB BOLOGNE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
350464947,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE TRAITEMENT INFORMATIQUE LANDAIS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
350658142,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ZODIAQUE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
350733739,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MARKETING SPONSORING ASSOC JUNIOR SERVIC,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
350761888,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC DEVELOP ET EXPLOIT DE GERALDINE 42,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
350789491,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ETUDES OPTRONIQUE LOGICIELS ELECTRONIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
350796173,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FONDATION COMMUNICATION MILIEU RURAL,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
